"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00076410","1948-01-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  231",",,6,","    0","T,,6","    0","T,,6","   33",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,"    6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   22",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   33",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,"    6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   51",",,6,","   25",",,6","   25",",,6","   28",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    3",",,6,","    3",",,6","   25",",,6","   17",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,"  -11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    3",",,6,","    3",",,6","   25",",,6","    6",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"   -6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","   28",",,6","  -94",",,6",,,,,,,,,,,,,,,,,,,"   -6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","    0","T,,6","   83",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"   61",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   61",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   22",",,6","  -72",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,6,","    0","T,,6","    0","T,,6","   44",",,6"," -100",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  371",",,6,","   51",",,6","   51",",,6","   11",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","   11",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,"  -39",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","  -39",",,6"," -122",",,6",,,,,,,,,,,,,,,,,,,"  -83",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","   28",",,6"," -117",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","   28",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,6,","    0","T,,6","   25",",,6","   11",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,"  -61",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","  -39",",,6"," -133",",,6",,,,,,,,,,,,,,,,,,,"  -72",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","    0","T,,6","    6",",,6"," -111",",,6",,,,,,,,,,,,,,,,,,,"    6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  122",",,6,","   38",",,6","    0","T,,6","   39",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,"   33",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   10",",,6,","   13",",,6","    0","T,,6","   33",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    8",",,6,","   13",",,6","   25",",,6","    0",",,6","  -78",",,6",,,,,,,,,,,,,,,,,,,"  -67",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   46",",,6,","   51",",,6","   51",",,6","  -67",",,6"," -128",",,6",,,,,,,,,,,,,,,,,,," -106",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   33",",,6,","   38",",,6","   76",",,6","  -44",",,6"," -139",",,6",,,,,,,,,,,,,,,,,,,"  -61",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   76",",,6","  -22",",,6"," -150",",,6",,,,,,,,,,,,,,,,,,,"  -44",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,6,","    0","T,,6","   51",",,6","  -11",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,"  -22",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   51",",,6","  -22",",,6"," -139",",,6",,,,,,,,,,,,,,,,,,,"  -56",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   51",",,6","   22",",,6"," -156",",,6",,,,,,,,,,,,,,,,,,,"  -11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   51",",,6","  -11",",,6"," -106",",,6",,,,,,,,,,,,,,,,,,," -106",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-01-31","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   51",",,6","  -39",",,6"," -172",",,6",,,,,,,,,,,,,,,,,,,"  -61",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","  -28",",,6"," -122",",,6",,,,,,,,,,,,,,,,,,,"  -39",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","   28",",,6","  -72",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   25",",,6","   28",",,6","  -83",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  173",",,6,","  178",",,6","  203",",,6",,,"  -72",",,6",,,,,,,,,,,,,,,,,,,"  -39",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   61",",,6,","   64",",,6","  203",",,6","    0",",,6"," -111",",,6",,,,,,,,,,,,,,,,,,,"  -22",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   10",",,6,","   13",",,6","  203",",,6","    6",",,6","  -78",",,6",,,,,,,,,,,,,,,,,,,"  -17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,6,","    0","T,,6","  178",",,6","    0",",,6"," -194",",,6",,,,,,,,,,,,,,,,,,,"  -28",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,6,","    5",",,6","  152",",,6","   17",",,6","  -72",",,6",,,,,,,,,,,,,,,,,,,"  -28",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","  152",",,6","  -28",",,6"," -172",",,6",,,,,,,,,,,,,,,,,,,"  -83",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","  152",",,6","  -50",",,6"," -144",",,6",,,,,,,,,,,,,,,,,,,"  -67",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   18",",,6,","    8",",,6","  102",",,6","    0",",,6"," -117",",,6",,,,,,,,,,,,,,,,,,,"   -6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   28",",,6,","    0",",,6","  102",",,6","   50",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,"   44",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   30",",,6,","    0",",,6","   76",",,6","   44",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  127",",,6,","    0",",,6","    0","T,,6","   83",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   44",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","    0","T,,6","   44",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,"   39",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","    0","T,,6","   72",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,"   50",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  144",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,"  117",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  167",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,"  144",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  194",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,"  167",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  167",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   22",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,"    6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   71",",,6,","   89",",,6","   51",",,6","    6",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,"  -17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","   51",",,6","   11",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,"  -17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6","    0","T,,6","   44",",,6","  -78",",,6",,,,,,,,,,,,,,,,,,,"   33",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  111",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   89",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   51",",,6,","    0",",,6",,,"  111",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,"  106",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  133",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"   89",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  152",",,6,","    0",",,6",,,"   89",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,"   50",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-02-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   72",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,"   28",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   39",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,"    6",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  165",",,6,","    0",",,6",,,"   33",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,"   17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   94",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,"   67",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   81",",,6,","    0","T,,6","    0","T,,6","   67",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   17",",,6"," -133",",,6",,,,,,,,,,,,,,,,,,,"  -17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   44",",,6"," -111",",,6",,,,,,,,,,,,,,,,,,,"   11",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  163",",,6,","    0","T,,6",,,"   50",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,"   44",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   72",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   61",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    8",",,6,","    0",",,6",,,"   67",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,"   39",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   97",",,6,","    0",",,6",,,"  111",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,"  100",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   51",",,6,","    0",",,6",,,"  100",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   17",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   17",",,6","  -78",",,6",,,,,,,,,,,,,,,,,,,"    0",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   33",",,6","  -83",",,6",,,,,,,,,,,,,,,,,,,"   22",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"   94",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,"   56",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  183",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"  178",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,6,","    0",",,6",,,"  206",",,6","  133",",,6",,,,,,,,,,,,,,,,,,,"  172",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   20",",,6,","    0",",,6",,,"  172",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,"  111",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  144",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,"  111",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   38",",,6,","    0",",,6",,,"  161",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,"  161",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  239",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,"  206",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  300",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,"  272",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  272",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   97",",,6,","    0",",,6",,,"  222",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,"   50",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   69",",,6,","    0",",,6",,,"  183",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,"  183",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  183",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,"  100",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  200",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,"  194",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  112",",,6,","    0",",,6",,,"  222",",,6","  139",",,6",,,,,,,,,,,,,,,,,,,"  206",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   48",",,6,","    0","T,,6",,,"  206",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,"   33",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  100",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,"   61",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  206",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,"  194",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-03-31","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  217",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,"  150",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  457",",,6,","    0",",,6",,,"  178",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,"  172",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,6,","    0",",,6",,,"  183",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,"  100",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  100",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"   94",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  156",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,"   83",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  222",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,"  206",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,6,","    0",",,6",,,"  206",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,"  183",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  183",",,6","  106",",,6",,,,,,,,,,,,,,,,,,,"  144",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    3",",,6,","    0",",,6",,,"  144",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,"  128",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  128",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,"   72",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  133",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,"  117",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   66",",,6,","    0",",,6",,,"  128",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,"  128",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   43",",,6,","    0",",,6",,,"  222",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,"  183",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   99",",,6,","    0",",,6",,,"  183",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,"   56",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  147",",,6,","    0",",,6",,,"   83",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,"   89",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   20",",,6,","    0",",,6",,,"  144",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,"  133",",,6,",,,,,,,,,,,,,,,,,,,,
"USC00076410","1948-04-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,6,","    0",",,6",,,"  178",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,"  144",",,6,",,,,,,,,,,,,,,,,,,,,
